gene_original,SYMBOL,ENTREZID
CTDP1 (9150),CTDP1,9150
YBX3 (8531),YBX3,8531
STYK1 (55359),STYK1,55359
WNK1 (65125),WNK1,65125
CCAR1 (55749),CCAR1,55749
OGFR (11054),OGFR,11054
GNA15 (2769),GNA15,2769
PIGV (55650),PIGV,55650
PTPRU (10076),PTPRU,10076
SNRNP40 (9410),SNRNP40,9410
COL11A1 (1301),COL11A1,1301
QSER1 (79832),QSER1,79832
MPC1 (51660),MPC1,51660
ACAA1 (30),ACAA1,30
BCAT1 (586),BCAT1,586
HDAC7 (51564),HDAC7,51564
LZTS1 (11178),LZTS1,11178
PRDM6 (93166),PRDM6,93166
SPAG4 (6676),SPAG4,6676
NCKAP1 (10787),NCKAP1,10787
MRPS35 (60488),MRPS35,60488
GUCY1B1 (2983),GUCY1B1,2983
SFSWAP (6433),SFSWAP,6433
TNK2 (10188),TNK2,10188
MON2 (23041),MON2,23041
CDH3 (1001),CDH3,1001
GPBP1 (65056),GPBP1,65056
DGAT2 (84649),DGAT2,84649
ZNF112 (7771),ZNF112,7771
CS (1431),CS,1431
LTK (4058),LTK,4058
MRPS24 (64951),MRPS24,64951
ELMO2 (63916),ELMO2,63916
WAPL (23063),WAPL,23063
VMP1 (81671),VMP1,81671
APPBP2 (10513),APPBP2,10513
POLD1 (5424),POLD1,5424
SEZ6 (124925),SEZ6,124925
EIF4B (1975),EIF4B,1975
SLC6A16 (28968),SLC6A16,28968
BICRA (29998),BICRA,29998
SPHK2 (56848),SPHK2,56848
RPL18 (6141),RPL18,6141
CA11 (770),CA11,770
ISOC2 (79763),ISOC2,79763
U2AF2 (11338),U2AF2,11338
EPN1 (29924),EPN1,29924
MED29 (55588),MED29,55588
AHRR (57491),AHRR,57491
ZNF275 (10838),ZNF275,10838
MTMR1 (8776),MTMR1,8776
GPC1 (2817),GPC1,2817
ADCK1 (57143),ADCK1,57143
HAGH (3029),HAGH,3029
RNF4 (6047),RNF4,6047
CASP8 (841),CASP8,841
LIMCH1 (22998),LIMCH1,22998
INTS13 (55726),INTS13,55726
TM7SF3 (51768),TM7SF3,51768
DLX3 (1747),DLX3,1747
SPA17 (53340),SPA17,53340
TSPAN32 (10077),TSPAN32,10077
CCN5 (8839),CCN5,8839
ST3GAL6 (10402),ST3GAL6,10402
ATP2C2 (9914),ATP2C2,9914
NGFR (4804),NGFR,4804
CDON (50937),CDON,50937
TAF2 (6873),TAF2,6873
HIPK2 (28996),HIPK2,28996
TNPO3 (23534),TNPO3,23534
RFXANK (8625),RFXANK,8625
TMEM161A (54929),TMEM161A,54929
LPAR2 (9170),LPAR2,9170
CTSA (5476),CTSA,5476
SUGP2 (10147),SUGP2,10147
SLC12A2 (6558),SLC12A2,6558
SNX24 (28966),SNX24,28966
EYA2 (2139),EYA2,2139
CNN2 (1265),CNN2,1265
ABCA7 (10347),ABCA7,10347
SNCAIP (9627),SNCAIP,9627
DDX20 (11218),DDX20,11218
BTBD1 (53339),BTBD1,53339
FAR2 (55711),FAR2,55711
BCAS1 (8537),BCAS1,8537
CHI3L2 (1117),CHI3L2,1117
SBNO2 (22904),SBNO2,22904
PMS1 (5378),PMS1,5378
HMG20B (10362),HMG20B,10362
CALCRL (10203),CALCRL,10203
TAF11 (6882),TAF11,6882
ANKS1A (23294),ANKS1A,23294
AP3D1 (8943),AP3D1,8943
ZNF76 (7629),ZNF76,7629
NHERF2 (9351),NHERF2,9351
NTHL1 (4913),NTHL1,4913
BLTP3A (54887),BLTP3A,54887
GNAI3 (2773),GNAI3,2773
IPO5 (3843),IPO5,3843
OAT (4942),OAT,4942
WDR3 (10885),WDR3,10885
PKN2 (5586),PKN2,5586
WDR18 (57418),WDR18,57418
TRAM2 (9697),TRAM2,9697
NTN1 (9423),NTN1,9423
GLP2R (9340),GLP2R,9340
MCM10 (55388),MCM10,55388
DGKA (1606),DGKA,1606
ERBB3 (2065),ERBB3,2065
ANKRD44 (91526),ANKRD44,91526
KARS1 (3735),KARS1,3735
ADAT1 (23536),ADAT1,23536
PDIA5 (10954),PDIA5,10954
TBC1D22B (55633),TBC1D22B,55633
NDUFB4 (4710),NDUFB4,4710
SPEN (23013),SPEN,23013
MYLK (4638),MYLK,4638
ZC3H15 (55854),ZC3H15,55854
MAP2K4 (6416),MAP2K4,6416
PACC1 (55248),PACC1,55248
SNAP91 (9892),SNAP91,9892
SLK (9748),SLK,9748
CYB5R4 (51167),CYB5R4,51167
COL17A1 (1308),COL17A1,1308
GSTO2 (119391),GSTO2,119391
SEC61A2 (55176),SEC61A2,55176
PRKCQ (5588),PRKCQ,5588
TLE2 (7089),TLE2,7089
ASB1 (51665),ASB1,51665
FAM107B (83641),FAM107B,83641
ME1 (4199),ME1,4199
TBC1D1 (23216),TBC1D1,23216
CDK13 (8621),CDK13,8621
MTHFD2 (10797),MTHFD2,10797
SLC9A7 (84679),SLC9A7,84679
FOXJ2 (55810),FOXJ2,55810
YBX1 (4904),YBX1,4904
PDE4A (5141),PDE4A,5141
PPP2R5A (5525),PPP2R5A,5525
ELAVL1 (1994),ELAVL1,1994
TIE1 (7075),TIE1,7075
DIP2B (57609),DIP2B,57609
SMARCD1 (6602),SMARCD1,6602
KDM4A (9682),KDM4A,9682
NFYC (4802),NFYC,4802
ZMYND12 (84217),ZMYND12,84217
SLC9A3 (6550),SLC9A3,6550
NGEF (25791),NGEF,25791
ASPM (259266),ASPM,259266
CD84 (8832),CD84,8832
ELOVL1 (64834),ELOVL1,64834
SPI1 (6688),SPI1,6688
POLR1H (30834),POLR1H,30834
CLDN18 (51208),CLDN18,51208
ZBTB11 (27107),ZBTB11,27107
ATXN3 (4287),ATXN3,4287
GOLGA5 (9950),GOLGA5,9950
FGFR2 (2263),FGFR2,2263
LRRC40 (55631),LRRC40,55631
ISOC1 (51015),ISOC1,51015
EML1 (2009),EML1,2009
TRMT11 (60487),TRMT11,60487
THUMPD1 (55623),THUMPD1,55623
MSANTD3 (91283),MSANTD3,91283
KIF26A (26153),KIF26A,26153
ATG2B (55102),ATG2B,55102
ARFGEF1 (10565),ARFGEF1,10565
ZFAT (57623),ZFAT,57623
MTFR1 (9650),MTFR1,9650
STAG3 (10734),STAG3,10734
FECH (2235),FECH,2235
MYO9A (4649),MYO9A,4649
DDX3Y (8653),DDX3Y,8653
PFKP (5214),PFKP,5214
IDI1 (3422),IDI1,3422
SP100 (6672),SP100,6672
KLF6 (1316),KLF6,1316
PLPP1 (8611),PLPP1,8611
NEO1 (4756),NEO1,4756
TRAM1 (23471),TRAM1,23471
PHKA1 (5255),PHKA1,5255
TNFRSF1A (7132),TNFRSF1A,7132
CACNB1 (782),CACNB1,782
EVI5 (7813),EVI5,7813
STOML1 (9399),STOML1,9399
PKM (5315),PKM,5315
DHX29 (54505),DHX29,54505
DNTTIP2 (30836),DNTTIP2,30836
METTL22 (79091),METTL22,79091
TP53BP1 (7158),TP53BP1,7158
TRO (7216),TRO,7216
RRP15 (51018),RRP15,51018
RHOA (387),RHOA,387
DHX8 (1659),DHX8,1659
PRKCZ (5590),PRKCZ,5590
IARS2 (55699),IARS2,55699
SYT1 (6857),SYT1,6857
NAV3 (89795),NAV3,89795
IDH3G (3421),IDH3G,3421
ROGDI (79641),ROGDI,79641
PDZD4 (57595),PDZD4,57595
ATP2B3 (492),ATP2B3,492
ROCK1 (6093),ROCK1,6093
CBFB (865),CBFB,865
PDK3 (5165),PDK3,5165
HYAL2 (8692),HYAL2,8692
HDAC4 (9759),HDAC4,9759
RASSF1 (11186),RASSF1,11186
FGFR3 (2261),FGFR3,2261
IFI35 (3430),IFI35,3430
HEATR6 (63897),HEATR6,63897
COASY (80347),COASY,80347
PLEKHH3 (79990),PLEKHH3,79990
MEF2A (4205),MEF2A,4205
OTUD5 (55593),OTUD5,55593
TFE3 (7030),TFE3,7030
TBC1D25 (4943),TBC1D25,4943
ACSL4 (2182),ACSL4,2182
INPP5A (3632),INPP5A,3632
GPKOW (27238),GPKOW,27238
GRIPAP1 (56850),GRIPAP1,56850
FTSJ1 (24140),FTSJ1,24140
PRR11 (55771),PRR11,55771
REEP1 (65055),REEP1,65055
ATP11A (23250),ATP11A,23250
POLR1A (25885),POLR1A,25885
LAPTM4A (9741),LAPTM4A,9741
TTC7A (57217),TTC7A,57217
IP6K2 (51447),IP6K2,51447
SRBD1 (55133),SRBD1,55133
KIF2A (3796),KIF2A,3796
RASGRP2 (10235),RASGRP2,10235
PSME4 (23198),PSME4,23198
IFT80 (57560),IFT80,57560
SIRT2 (22933),SIRT2,22933
ERLEC1 (27248),ERLEC1,27248
PPP2R5B (5526),PPP2R5B,5526
PYGM (5837),PYGM,5837
PITX1 (5307),PITX1,5307
MAST4 (375449),MAST4,375449
ADGRF5 (221395),ADGRF5,221395
SDK2 (54549),SDK2,54549
NUP133 (55746),NUP133,55746
NUCKS1 (64710),NUCKS1,64710
VPS35 (55737),VPS35,55737
DNAJA2 (10294),DNAJA2,10294
BCL3 (602),BCL3,602
KCNAB2 (8514),KCNAB2,8514
ABCC9 (10060),ABCC9,10060
GAL (51083),GAL,51083
CLEC2D (29121),CLEC2D,29121
FUNDC1 (139341),FUNDC1,139341
MAOB (4129),MAOB,4129
RORA (6095),RORA,6095
DRD4 (1815),DRD4,1815
TGFBR3 (7049),TGFBR3,7049
PLA2G10 (8399),PLA2G10,8399
HES2 (54626),HES2,54626
ATP1B3 (483),ATP1B3,483
NEDD4 (4734),NEDD4,4734
PIGB (9488),PIGB,9488
MAPK6 (5597),MAPK6,5597
GNB5 (10681),GNB5,10681
RAB27A (5873),RAB27A,5873
HDHD5 (27440),HDHD5,27440
UFD1 (7353),UFD1,7353
LRP6 (4040),LRP6,4040
GUCY2C (2984),GUCY2C,2984
PHRF1 (57661),PHRF1,57661
ELP1 (8518),ELP1,8518
NUCB2 (4925),NUCB2,4925
PFN2 (5217),PFN2,5217
PTPN3 (5774),PTPN3,5774
SPTB (6710),SPTB,6710
DAPP1 (27071),DAPP1,27071
SLC44A1 (23446),SLC44A1,23446
TMEM260 (54916),TMEM260,54916
SMG6 (23293),SMG6,23293
EXOC5 (10640),EXOC5,10640
CLTCL1 (8218),CLTCL1,8218
FGF22 (27006),FGF22,27006
FSTL3 (10272),FSTL3,10272
DGCR2 (9993),DGCR2,9993
RNF126 (55658),RNF126,55658
MNT (4335),MNT,4335
ZXDC (79364),ZXDC,79364
JMJD6 (23210),JMJD6,23210
POLB (5423),POLB,5423
ST6GALNAC1 (55808),ST6GALNAC1,55808
WIPI1 (55062),WIPI1,55062
FRMPD1 (22844),FRMPD1,22844
GBA2 (57704),GBA2,57704
NDST1 (3340),NDST1,3340
ASNS (440),ASNS,440
AP3M2 (10947),AP3M2,10947
CNGB1 (1258),CNGB1,1258
ST6GALNAC2 (10610),ST6GALNAC2,10610
PABPC1 (26986),PABPC1,26986
TESK2 (10420),TESK2,10420
CFAP20 (29105),CFAP20,29105
CSNK2A2 (1459),CSNK2A2,1459
PTPN21 (11099),PTPN21,11099
EIF2B3 (8891),EIF2B3,8891
CAMK2A (815),CAMK2A,815
TCOF1 (6949),TCOF1,6949
CDC42 (998),CDC42,998
OSBPL3 (26031),OSBPL3,26031
EPHA8 (2046),EPHA8,2046
SLC12A3 (6559),SLC12A3,6559
RAD18 (56852),RAD18,56852
ATP2B1 (490),ATP2B1,490
NCK2 (8440),NCK2,8440
MAP4K4 (9448),MAP4K4,9448
MGAT4A (11320),MGAT4A,11320
RPL31 (6160),RPL31,6160
WDR1 (9948),WDR1,9948
SNX13 (23161),SNX13,23161
ARHGAP10 (79658),ARHGAP10,79658
RPS6KA2 (6196),RPS6KA2,6196
ING3 (54556),ING3,54556
VASH1 (22846),VASH1,22846
LMCD1 (29995),LMCD1,29995
BUD23 (114049),BUD23,114049
SEL1L (6400),SEL1L,6400
TRIP13 (9319),TRIP13,9319
ATP6AP1 (537),ATP6AP1,537
TCF3 (6929),TCF3,6929
TRIB2 (28951),TRIB2,28951
DAZAP1 (26528),DAZAP1,26528
MBD3 (53615),MBD3,53615
PRLH (51052),PRLH,51052
HLTF (6596),HLTF,6596
FAM50A (9130),FAM50A,9130
FAM3A (60343),FAM3A,60343
CPSF1 (29894),CPSF1,29894
MYO3B (140469),MYO3B,140469
CYBRD1 (79901),CYBRD1,79901
CDH19 (28513),CDH19,28513
PDCD2 (5134),PDCD2,5134
SLC6A15 (55117),SLC6A15,55117
RDH11 (51109),RDH11,51109
PRKACA (5566),PRKACA,5566
ADGRL1 (22859),ADGRL1,22859
ACTN1 (87),ACTN1,87
ZFYVE26 (23503),ZFYVE26,23503
RPS6KA6 (27330),RPS6KA6,27330
EPN2 (22905),EPN2,22905
PTPN18 (26469),PTPN18,26469
LIMS2 (55679),LIMS2,55679
ASIC4 (55515),ASIC4,55515
SPEG (10290),SPEG,10290
LNX1 (84708),LNX1,84708
ALDH3A2 (224),ALDH3A2,224
TFRC (7037),TFRC,7037
SREBF1 (6720),SREBF1,6720
AFF4 (27125),AFF4,27125
UBE2D1 (7321),UBE2D1,7321
PALS1 (64398),PALS1,64398
RHOBTB1 (9886),RHOBTB1,9886
SMC1A (8243),SMC1A,8243
HSD17B10 (3028),HSD17B10,3028
MARK2 (2011),MARK2,2011
HMMR (3161),HMMR,3161
CHFR (55743),CHFR,55743
TRHDE (29953),TRHDE,29953
P4HA2 (8974),P4HA2,8974
NFATC3 (4775),NFATC3,4775
TRNT1 (51095),TRNT1,51095
ACADVL (37),ACADVL,37
STK10 (6793),STK10,6793
FBXW11 (23291),FBXW11,23291
ACAP1 (9744),ACAP1,9744
CRMP1 (1400),CRMP1,1400
EVC (2121),EVC,2121
DERL2 (51009),DERL2,51009
SIDT1 (54847),SIDT1,54847
NDE1 (54820),NDE1,54820
IRAG1 (10335),IRAG1,10335
TMEM38A (79041),TMEM38A,79041
AP1M1 (8907),AP1M1,8907
PVR (5817),PVR,5817
XRCC1 (7515),XRCC1,7515
SCARB1 (949),SCARB1,949
CYP2W1 (54905),CYP2W1,54905
MCM2 (4171),MCM2,4171
PANX2 (56666),PANX2,56666
SELENOO (83642),SELENOO,83642
TP63 (8626),TP63,8626
ALPK1 (80216),ALPK1,80216
LLGL2 (3993),LLGL2,3993
PDE8A (5151),PDE8A,5151
CLCN4 (1183),CLCN4,1183
NLE1 (54475),NLE1,54475
SDHA (6389),SDHA,6389
SMARCE1 (6605),SMARCE1,6605
FNDC8 (54752),FNDC8,54752
GSDMB (55876),GSDMB,55876
KDM5A (5927),KDM5A,5927
ADAM11 (4185),ADAM11,4185
PPP2R3A (5523),PPP2R3A,5523
FERMT2 (10979),FERMT2,10979
DHRS9 (10170),DHRS9,10170
PTGS2 (5743),PTGS2,5743
IGF2BP2 (10644),IGF2BP2,10644
MAP3K13 (9175),MAP3K13,9175
ST6GAL1 (6480),ST6GAL1,6480
FRY (10129),FRY,10129
PICALM (8301),PICALM,8301
NSF (4905),NSF,4905
GLI2 (2736),GLI2,2736
CLASP1 (23332),CLASP1,23332
MRPS34 (65993),MRPS34,65993
NOTCH3 (4854),NOTCH3,4854
CLNS1A (1207),CLNS1A,1207
PPP2R2C (5522),PPP2R2C,5522
TEAD2 (8463),TEAD2,8463
EED (8726),EED,8726
CDHR2 (54825),CDHR2,54825
SNCB (6620),SNCB,6620
TSG101 (7251),TSG101,7251
NCBP3 (55421),NCBP3,55421
ATP2A3 (489),ATP2A3,489
CA12 (771),CA12,771
MGLL (11343),MGLL,11343
NTN4 (59277),NTN4,59277
BCS1L (617),BCS1L,617
NUAK1 (9891),NUAK1,9891
DPP8 (54878),DPP8,54878
SLC24A1 (9187),SLC24A1,9187
ZNF532 (55205),ZNF532,55205
SCARF1 (8578),SCARF1,8578
LMAN1 (3998),LMAN1,3998
HACD3 (51495),HACD3,51495
IPCEF1 (26034),IPCEF1,26034
ZZEF1 (23140),ZZEF1,23140
ENO1 (2023),ENO1,2023
SLC12A1 (6557),SLC12A1,6557
MYDGF (56005),MYDGF,56005
ANO8 (57719),ANO8,57719
TUBE1 (51175),TUBE1,51175
ARHGEF10L (55160),ARHGEF10L,55160
TXK (7294),TXK,7294
KCNQ2 (3785),KCNQ2,3785
TACR2 (6865),TACR2,6865
ACTR6 (64431),ACTR6,64431
TIPIN (54962),TIPIN,54962
SRI (6717),SRI,6717
EIF4G3 (8672),EIF4G3,8672
NUP37 (79023),NUP37,79023
SEMA3A (10371),SEMA3A,10371
GTSE1 (51512),GTSE1,51512
SEMA3C (10512),SEMA3C,10512
TTC38 (55020),TTC38,55020
ACAT1 (38),ACAT1,38
GRAMD4 (23151),GRAMD4,23151
CELSR1 (9620),CELSR1,9620
WNT8B (7479),WNT8B,7479
ZNF638 (27332),ZNF638,27332
SLC25A40 (55972),SLC25A40,55972
TIMM21 (29090),TIMM21,29090
ADD2 (119),ADD2,119
RASAL2 (9462),RASAL2,9462
VPS9D1 (9605),VPS9D1,9605
ZNF37A (7587),ZNF37A,7587
MARK3 (4140),MARK3,4140
SLC25A3 (5250),SLC25A3,5250
FNDC3B (64778),FNDC3B,64778
FOSL2 (2355),FOSL2,2355
CACNG5 (27091),CACNG5,27091
CACNG4 (27092),CACNG4,27092
FRYL (285527),FRYL,285527
TMEM131 (23505),TMEM131,23505
FSCN1 (6624),FSCN1,6624
ACTB (60),ACTB,60
MOCOS (55034),MOCOS,55034
PLD1 (5337),PLD1,5337
ATP12A (479),ATP12A,479
WDR62 (284403),WDR62,284403
DLG1 (1739),DLG1,1739
RAB7A (7879),RAB7A,7879
BCAP29 (55973),BCAP29,55973
SEC31B (25956),SEC31B,25956
SART3 (9733),SART3,9733
ARHGAP15 (55843),ARHGAP15,55843
TUBA3D (113457),TUBA3D,113457
PAX2 (5076),PAX2,5076
EXOSC7 (23016),EXOSC7,23016
KIFAP3 (22920),KIFAP3,22920
MKRN2 (23609),MKRN2,23609
MCM6 (4175),MCM6,4175
REXO2 (25996),REXO2,25996
RBM7 (10179),RBM7,10179
RBMS2 (5939),RBMS2,5939
BAZ2A (11176),BAZ2A,11176
PTPN23 (25930),PTPN23,25930
MLH1 (4292),MLH1,4292
UNG (7374),UNG,7374
FMO4 (2329),FMO4,2329
KLHL20 (27252),KLHL20,27252
RGS11 (8786),RGS11,8786
SLC46A1 (113235),SLC46A1,113235
PLXNA2 (5362),PLXNA2,5362
SPAG5 (10615),SPAG5,10615
ANKRD13A (88455),ANKRD13A,88455
TPD52 (7163),TPD52,7163
ACACB (32),ACACB,32
TRAF4 (9618),TRAF4,9618
PAG1 (55824),PAG1,55824
GPATCH1 (55094),GPATCH1,55094
NT5C2 (22978),NT5C2,22978
MCAM (4162),MCAM,4162
GPC4 (2239),GPC4,2239
MBNL3 (55796),MBNL3,55796
CAMSAP3 (57662),CAMSAP3,57662
RAP1GAP (5909),RAP1GAP,5909
XAB2 (56949),XAB2,56949
ARHGEF1 (9138),ARHGEF1,9138
STXBP2 (6813),STXBP2,6813
MAP2K7 (5609),MAP2K7,5609
DGKD (8527),DGKD,8527
CTTNBP2 (83992),CTTNBP2,83992
RARB (5915),RARB,5915
TOP2B (7155),TOP2B,7155
TM9SF3 (56889),TM9SF3,56889
NFKB2 (4791),NFKB2,4791
UBE2T (29089),UBE2T,29089
PPP1R12B (4660),PPP1R12B,4660
DNAJC10 (54431),DNAJC10,54431
GTF3C1 (2975),GTF3C1,2975
IL4R (3566),IL4R,3566
USP33 (23032),USP33,23032
PAK3 (5063),PAK3,5063
CAPN6 (827),CAPN6,827
SNRPA (6626),SNRPA,6626
SPAG6 (9576),SPAG6,9576
EXOSC5 (56915),EXOSC5,56915
DYNC1I2 (1781),DYNC1I2,1781
APBB1IP (54518),APBB1IP,54518
LRCH4 (4034),LRCH4,4034
FAM76B (143684),FAM76B,143684
SIRT6 (51548),SIRT6,51548
TYR (7299),TYR,7299
POLD3 (10714),POLD3,10714
ACTN2 (88),ACTN2,88
CAPZB (832),CAPZB,832
GPR137B (7107),GPR137B,7107
NAALAD2 (10003),NAALAD2,10003
JADE1 (79960),JADE1,79960
SLC25A43 (203427),SLC25A43,203427
UBE2A (7319),UBE2A,7319
FGFR1 (2260),FGFR1,2260
SMC1B (27127),SMC1B,27127
FBLN1 (2192),FBLN1,2192
ITGA8 (8516),ITGA8,8516
CST7 (8530),CST7,8530
MAP2 (4133),MAP2,4133
PIAS2 (9063),PIAS2,9063
AMPH (273),AMPH,273
ARAF (369),ARAF,369
MCCC1 (56922),MCCC1,56922
LAMP3 (27074),LAMP3,27074
FAP (2191),FAP,2191
NEBL (10529),NEBL,10529
ACER3 (55331),ACER3,55331
UBE2K (3093),UBE2K,3093
PIK3C3 (5289),PIK3C3,5289
N4BP2 (55728),N4BP2,55728
TIGAR (57103),TIGAR,57103
TULP3 (7289),TULP3,7289
SYNJ2 (8871),SYNJ2,8871
ADCY2 (108),ADCY2,108
PPP2R5C (5527),PPP2R5C,5527
RBFOX1 (54715),RBFOX1,54715
GNB1 (2782),GNB1,2782
HOXA9 (3205),HOXA9,3205
EDN1 (1906),EDN1,1906
MLLT10 (8028),MLLT10,8028
ZCWPW1 (55063),ZCWPW1,55063
P2RY10 (27334),P2RY10,27334
ITM2A (9452),ITM2A,9452
NRDC (4898),NRDC,4898
VDAC3 (7419),VDAC3,7419
PCM1 (5108),PCM1,5108
TNRC6C (57690),TNRC6C,57690
CBFA2T2 (9139),CBFA2T2,9139
BRINP1 (1620),BRINP1,1620
ITCH (83737),ITCH,83737
PKD2L2 (27039),PKD2L2,27039
TP53INP2 (58476),TP53INP2,58476
SDF4 (51150),SDF4,51150
MYH7B (57644),MYH7B,57644
BPIFB2 (80341),BPIFB2,80341
TP73 (7161),TP73,7161
TOLLIP (54472),TOLLIP,54472
UBE2D4 (51619),UBE2D4,51619
CLUL1 (27098),CLUL1,27098
RUNX1T1 (862),RUNX1T1,862
CDH17 (1015),CDH17,1015
THOC1 (9984),THOC1,9984
FKBP7 (51661),FKBP7,51661
OSBPL6 (114880),OSBPL6,114880
SLC1A3 (6507),SLC1A3,6507
XRCC5 (7520),XRCC5,7520
LXN (56925),LXN,56925
SP140 (11262),SP140,11262
MKNK1 (8569),MKNK1,8569
TNS1 (7145),TNS1,7145
REXO1 (57455),REXO1,57455
SAR1A (56681),SAR1A,56681
CDC14A (8556),CDC14A,8556
RAPGEF3 (10411),RAPGEF3,10411
CEACAM1 (634),CEACAM1,634
SENP1 (29843),SENP1,29843
DUSP13B (51207),DUSP13B,51207
CIC (23152),CIC,23152
LIPE (3991),LIPE,3991
FDFT1 (2222),FDFT1,2222
PAFAH1B3 (5050),PAFAH1B3,5050
OPHN1 (4983),OPHN1,4983
KIF22 (3835),KIF22,3835
SCGN (10590),SCGN,10590
CARMIL1 (55604),CARMIL1,55604
PGM1 (5236),PGM1,5236
DDX1 (1653),DDX1,1653
DNM2 (1785),DNM2,1785
EPB41L2 (2037),EPB41L2,2037
RIMS1 (22999),RIMS1,22999
MOXD1 (26002),MOXD1,26002
STX7 (8417),STX7,8417
RABL2B (11158),RABL2B,11158
KEAP1 (9817),KEAP1,9817
DDX43 (55510),DDX43,55510
PTPRH (5794),PTPRH,5794
DCT (1638),DCT,1638
SLC35C2 (51006),SLC35C2,51006
CRYBG3 (131544),CRYBG3,131544
EPHA6 (285220),EPHA6,285220
RFX3 (5991),RFX3,5991
RIF1 (55183),RIF1,55183
RAB21 (23011),RAB21,23011
SLC4A4 (8671),SLC4A4,8671
SMARCA2 (6595),SMARCA2,6595
SESN1 (27244),SESN1,27244
MID2 (11043),MID2,11043
COL5A3 (50509),COL5A3,50509
SRCAP (10847),SRCAP,10847
PUM3 (9933),PUM3,9933
CPB2 (1361),CPB2,1361
CHRNA3 (1136),CHRNA3,1136
KCNN2 (3781),KCNN2,3781
CNOT4 (4850),CNOT4,4850
PSEN1 (5663),PSEN1,5663
CPOX (1371),CPOX,1371
CLDND1 (56650),CLDND1,56650
MOK (5891),MOK,5891
HSP90AA1 (3320),HSP90AA1,3320
RBL1 (5933),RBL1,5933
DLGAP4 (22839),DLGAP4,22839
IGSF9B (22997),IGSF9B,22997
NDC80 (10403),NDC80,10403
AP4E1 (23431),AP4E1,23431
RSBN1 (54665),RSBN1,54665
MAGI3 (260425),MAGI3,260425
CXCL2 (2920),CXCL2,2920
AFP (174),AFP,174
COL4A4 (1286),COL4A4,1286
TCF7 (6932),TCF7,6932
OSTM1 (28962),OSTM1,28962
CDH7 (1005),CDH7,1005
IMPG2 (50939),IMPG2,50939
PCNP (57092),PCNP,57092
EXD2 (55218),EXD2,55218
ARG2 (384),ARG2,384
MEF2C (4208),MEF2C,4208
PTPRC (5788),PTPRC,5788
PKP1 (5317),PKP1,5317
UBA5 (79876),UBA5,79876
STK17B (9262),STK17B,9262
CDC14B (8555),CDC14B,8555
ZNF510 (22869),ZNF510,22869
LRP2 (4036),LRP2,4036
ZNF506 (440515),ZNF506,440515
JMJD4 (65094),JMJD4,65094
DUSP12 (11266),DUSP12,11266
AACS (65985),AACS,65985
DELE1 (9812),DELE1,9812
CADPS2 (93664),CADPS2,93664
IFT25 (51668),IFT25,51668
PHLPP1 (23239),PHLPP1,23239
ATP8B1 (5205),ATP8B1,5205
IL12RB2 (3595),IL12RB2,3595
SMARCD3 (6604),SMARCD3,6604
WDR70 (55100),WDR70,55100
FYB1 (2533),FYB1,2533
MPP4 (58538),MPP4,58538
STRADB (55437),STRADB,55437
BZW1 (9689),BZW1,9689
PGR (5241),PGR,5241
C1QTNF3 (114899),C1QTNF3,114899
ME2 (4200),ME2,4200
C5orf22 (55322),C5orf22,55322
CCNT2 (905),CCNT2,905
FAM135A (57579),FAM135A,57579
COL19A1 (1310),COL19A1,1310
EPB41L3 (23136),EPB41L3,23136
COBLL1 (22837),COBLL1,22837
DLG3 (1741),DLG3,1741
KCNK2 (3776),KCNK2,3776
SERTAD4 (56256),SERTAD4,56256
TRAF5 (7188),TRAF5,7188
MRPL22 (29093),MRPL22,29093
GEMIN5 (25929),GEMIN5,25929
OPRK1 (4986),OPRK1,4986
NFE2L1 (4779),NFE2L1,4779
SEMA5B (54437),SEMA5B,54437
GSK3B (2932),GSK3B,2932
ITGB5 (3693),ITGB5,3693
ERC1 (23085),ERC1,23085
XPO1 (7514),XPO1,7514
RNF13 (11342),RNF13,11342
TRPM3 (80036),TRPM3,80036
PALB2 (79728),PALB2,79728
DOP1A (23033),DOP1A,23033
LYRM2 (57226),LYRM2,57226
BCKDHB (594),BCKDHB,594
KAT6A (7994),KAT6A,7994
TUT7 (79670),TUT7,79670
ULK2 (9706),ULK2,9706
GRHL2 (79977),GRHL2,79977
TNPO1 (3842),TNPO1,3842
PLOD1 (5351),PLOD1,5351
P2RX5 (5026),P2RX5,5026
ITGAE (3682),ITGAE,3682
DIS3 (22894),DIS3,22894
PIBF1 (10464),PIBF1,10464
TDRD3 (81550),TDRD3,81550
NUFIP1 (26747),NUFIP1,26747
PDS5B (23047),PDS5B,23047
OXCT1 (5019),OXCT1,5019
RRAGB (10325),RRAGB,10325
CYLD (1540),CYLD,1540
SLC27A5 (10998),SLC27A5,10998
ZNF324 (25799),ZNF324,25799
ZNF671 (79891),ZNF671,79891
ZNF416 (55659),ZNF416,55659
ZNF586 (54807),ZNF586,54807
ZNF446 (55663),ZNF446,55663
ZNF264 (9422),ZNF264,9422
RPS5 (6193),RPS5,6193
FAT1 (2195),FAT1,2195
YTHDC1 (91746),YTHDC1,91746
CHMP2B (25978),CHMP2B,25978
SMAP2 (64744),SMAP2,64744
PPIE (10450),PPIE,10450
ZMPSTE24 (10269),ZMPSTE24,10269
STARD7 (56910),STARD7,56910
NOA1 (84273),NOA1,84273
REST (5978),REST,5978
HAL (3034),HAL,3034
SSH1 (54434),SSH1,54434
GSTP1 (2950),GSTP1,2950
